,Unnamed: 0,file_name,ground_truth,word_lenth,transcribe_sentence,cer
544,544,3adea042edfcb1f32632aadf63cdf656.wav,성공은 성공을 바쁘게 찾아다니는 사람에게 종종 찾아온다.,31, 성공은 성공을 바꾸게 찾아다니는 사람에게 종종 찾아온다,0.041666666666666664
545,545,3c1b07d1aa0d035c5e34520b3266eefd.wav,그것은 여전히 그 부엌에서 끓고 있습니다.,23, 그것은 여전히 그 부옥에서 끌고 있습니다.,0.11764705882352941
546,546,615254c8bca788088bd210959111b437.wav,태풍 때문에 물이 험해서 들어갈 수가 없어요!,25, 태풍 때문에 물이 험에서 들어갈 수가 없어요.,0.05555555555555555
547,547,3bbf3ab0616615af3beeeb5e439f372c.wav,내가 만약 오늘 얘기를 안 했다면 당신은 나에게 친구 만난 다는 걸 얘기 안 했겠지.,47, 내가 만약 오늘 얘기를 안 했다면 당신은 나에게 친구 만난다는 걸 얘기 안 했겠지,0.0
548,548,589c6adfb254f0180f072eb7494d89b4.wav,왜 이 영어 표현이 잘못됐어요?,17, 왜 이 영어 표현이 잘못했어요?,0.08333333333333333
549,549,2925ffe4086b47ad4b9705fde132f3fd.wav,진짜 창가 배경으로 아무것도 안 하고 카페에서 넋 놓는 것 제일 하고 싶어요.,43, 진짜 창가 배경으로 아무것도 안 하고 카페에서 넉넉는 것 제일 하고 싶어요.,0.06666666666666667
550,550,3c7065797e227d01fa40a4b8d2e8dbe9.wav,텔레비전의 위치는 귀한 손님이 앉을 자리도 정해주곤 했다.,32, 칠레비전의 위치는 귀한 손님이 안질자리로 정해주곤했다.,0.16666666666666666
551,551,3ecc850dfc143b06f6b37a69ef745da6.wav,오늘 밤에 당신은 아들딸한테 읽어주거나 아들딸이 당신한테 읽어주면 좋아요.,41, 오늘 밤에 당신은 아들딸한테 읽어주거나 아들딸이 당신한테 읽어주면 좋아요.,0.0
552,552,a93a318463d9bca6c0b2e1e1414d86b9.wav,정우정 뒤로 넓고 푸른 속초 바다가 펼쳐져 있었다.,28, 공부정뒤로 넓고 푸른 촉촉하다가 펼쳐져 있었다.,0.25
553,553,77dfe30802d6d0a4eb88911befee8749.wav,부엌에 있는 여성에 대해 농담을 하는 뜻입니다.,26, 고어케인은 여성에 대해 농담을 하는 뜻입니다.,0.2631578947368421
554,554,74454f99693d50f446c63f2f9aa6f25d.wav,앞으로도 니 곁에 철썩같이 붙어서 많이 배울게.,26, 앞으로도 네 곁에 철서 같이 붙어서 많이 배울게,0.10526315789473684
555,555,ca97852b1ac4965905e744473696f20d.wav,불족발과 참숯 족발 구이를 반반으로 주문해서 드시면 맛있어요!,34, 의욕발과 참수 쪽발 구이를 반반으로 주문해서 드시면 맛있어요.,0.15384615384615385
556,556,534fe1f0cecfe56b11494f8f77d1c841.wav,이 색은 굉장히 잘 빠지기 때문에 바다에 들어가시면 조금 빨리 빠질 수도 있어요.,45, 이 색은 굉장히 달 빠지기 때문에 바다에 들어가시면 조금 빨리 빠질 수도 있어요.,0.03125
557,557,b95973d8795d30c604a7c6a814e809ec.wav,전문가들은 웹드라마와 웹예능의 인기가 계속 커질 것으로 내다봤다.,36, 업무가들은 웹 드라마와 웹 예능의 인기가 계속 커질 것으로 내놨다.,0.14285714285714285
558,558,167280578d7f30a0352e335c9e51d813.wav,더 깎을 가격도 없는데 뭘 자꾸 깎아서 팔라고 말하는 겁니까?,34," 어, 깎을 가격도 없는데 뭘 자꾸 깎아서 팔라고 말하는 겁니까?",0.041666666666666664
559,559,4bddf5ea13f53f1a35364bdb930647e9.wav,스토리 전개가 빠른것도 한 몫한 것 같다.,23, 스프리 전계가 빠른 것도 한목한 것 같다.,0.1875
560,560,3aa5bccc963f650f271c89fa10eadf40.wav,이쪽에서 앉아서 기다리시면 금방 준비해 드리겠습니다.,29, 이쪽에 앉아서 기다리시면 금방 준비해드리겠습니다.,0.043478260869565216
561,561,76068524a8c8a9356dacb3e421f4e2ee.wav,자기 노출의 과정에서 파트너에게 이해받고 인정받고 돌봄을 받는다고 느끼는 것은 친밀감에 유의미한 영향을 미칩니다.,63, 자기 노출의 과정에서 파트너에게 이해 받고 인정받고 돌봄을 받는다고 느끼는 것은 친밀감이 유임이 한 영향을 빛집니다.,0.10204081632653061
562,562,5cd15a94e69d70613c7e55cd5f608473.wav,수육을 삶는다고 가정을 하면 아무리 못 삶는다고 해도 수분이 없어지지 않습니다.,44, 수육을 잡는다고 가정을 하면 아무리 못 삿는다고 해도 수분이 없어지지 않습니다.,0.06060606060606061
563,563,c6308de48f7714aab00ca620d7d3052d.wav,벤터스는 마운드에서 내려갔고 로모가 다시 마운드를 밟았다.,32, 펜터스는 마운드에서 내려갔고 로모가 다시 마운드를 발봤다,0.12
564,564,77144a3af5707160f2dc44210f67eb98.wav,물에 젖어 찢어진 지폐도 바꿔 주나요?,21, 브레이저저 찢어진 집회도 바꿔주나요,0.4375
565,565,e174e06b9bca9aa59863bc65d148338a.wav,부엌과 거실이 사용 가능합니다.,17, 부옥과 거실이 사용 가능합니다.,0.07692307692307693
566,566,4de36c16ae4ef2b8d1db1d73964431af.wav,달력이랑 스티커 보내줘서 정말 고마워!,21, 갈력이랑 스티커 보내줘서 정말 고마워,0.0625
567,567,7d4d0861341195d339c9fd2b33151972.wav,나는 내가 중국인이 아니라는걸 걔네한테 말하면 걔네가 나를 좋게 안 볼까봐 두려워.,46, 나는 내가 중국인이 아니라는 걸 개네한테 말하면 개네가 나를 좋게 안 볼까 봐 두려워.,0.058823529411764705
568,568,e3f11deabae44ef69c125d42a5a9e454.wav,온라인 커뮤니티에도 동일한 내용의 글이 게재됐다가 이후 삭제됐다.,36, 온라인 커뮤니티에도 동일한 내용의 글이 개재됐다가 이후 삭제됐다.,0.03571428571428571
569,569,f6f9c32772baeac1aec930ce7fee7e96.wav,장화사는 넋이 나간 채로 어머니에게 다가가 오열했다.,29, 당화사는 록시 나간체로 어머니에게 다가가 우열했다.,0.22727272727272727
570,570,12ca2aa885174777c9a36494721603d6.wav,저는 좋아하는 음악을 들으면서 산책하고 벤치에 앉아서 맥주 한잔하고 싶습니다.,43, 저는 좋아하는 음악을 들으면서 산책하고 벤치에 앉아서 맥주 한잔하고 싶습니다.,0.0
571,571,07a3d565e2604ce23cb78f1ec80f8946.wav,읽으면 읽을수록 잔잔한 감동을 주는 시입니다.,25, 읽으면 읽을수록 잔잔한 감동을 주는 시입니다.,0.0
572,572,c149f26c22fb30afc59b248fa3a074c7.wav,그 친구를 만난 이후로 사람을 사귀는 스펙트럼이 더 넓어지고 이해할 수 있는 영역이 더 늘어난 것 같아.,58, 그 친구를 만난 이유로 사람을 사귀는 스펙그럼이 더 넓어지고 이해할 수 있는 영역이 더 늘어난 것 같아.,0.04878048780487805
573,573,18a80c86e298658c76cfaeec983177aa.wav,나와 연락하는 게 싫으면 싫다고 말하면 됩니다.,26, 아마 연락하는 게 싫으면 실태하고 말하면 됩니다.,0.25
574,574,18204d68f60ba0bebcd74c5c9a03d88e.wav,산맥 뒤의 풍경은 고흐의 별이 빛나는 밤에 영감을 받아 달빛과 태양 빛의 흐름을 표현했어요.,51, 산맥 뒤에 풍경은 고후의 별이 빛나는 밤에 영감을 받아 달빛과 태양빛의 흐름을 표현했어요.,0.05405405405405406
575,575,88324361a9b88bef4d170a67f0765c66.wav,열쇠는 부엌의 카운터 위에다 올려 놓을게.,23, 열쇠는 부어크의 카운터 위에다 올려놓을게,0.1111111111111111
576,576,e9286b7c946ae0b022c54dce9f1eb1f5.wav,그거 좋은 생각인데! 서로 토론할 수도 있고 말이야.,29," 그거 좋은 생각인데, 서로 토론할 수도 있고 말이야.",0.0
577,577,67f9497bb1c327527a54da1c3f36bc4d.wav,쓰레기통의 입구가 워낙 좁아서 쓰레기를 넣다 보면 손이 쓰레기통에 닿아 불쾌함을 느낀 적도 있어요.,55, 쓰레기통에 입구가 워낙 좁아서 쓰레기를 넣다 보면 손이 쓰레기통에 다 불쾌감을 느낀 적도 있어요,0.0975609756097561
578,578,86043610ca51868b30ba0c09f584361a.wav,나는 이 문제가 하드웨어 문제인지 소프트웨어 문제인지 궁금합니다.,36, 나는 이 문제가 하드웨어 문제인지 쏙트웨어 문제인지 궁금합니다.,0.07142857142857142
579,579,8c4e9ad3b649a81cec88846765f4ced5.wav,창틀은 닦아도 닦아도 늘 까만 먼지가 묻어 나온다.,28, 상트는 닭가도 닭가도 늘 까만 먼지가 묻어나온다.,0.35
580,580,74db3c20d5109dc458ae1a1a371e5445.wav,상태가 좋지 않은 자카르타의 잔디 역시 한몫했다.,27, 상태가 좋지 않은 자카르타의 잔 뒤 역시 한모켰다,0.15
581,581,8ee21ecdd0f181f48422262d75900e9b.wav,당신은 벤치에 앉아서 당신의 차례를 기다려야해요.,27, 당신은 벤치에 앉아서 당신의 차례를 기다려야 해요.,0.0
582,582,930174a514e410f6ffd235609ec4f83b.wav,수년간 삶의 궤적이 여러모로 닮은 두 사람이 있다.,28, 수년간 삶의 계적이 여름으로 닮은 두 사람이 있다.,0.15
583,583,21a35084a6fd2977a1981d8b11cf5366.wav,두 좌석 사이의 공간이 넓습니다.,18, 2주 6석 4일 공간이 널습니다.,0.5384615384615384
584,584,24738d1901ed649dbeabf00a882491a1.wav,내 맞는 사이즈를 어떻게 찾아요?,18, 내 맞는 사이즈를 어떻게 찾아요?,0.0
585,585,75e8f802592fbbc04605cb619e48fe56.wav,어머니의 목소리를 듣고 나는 책을 덮고 부엌으로 향합니다.,32, 어머니의 목소리를 듣고 나는 책을 덮고 부어쁘러 향합니다.,0.125
586,586,81c3d6174792726a728be390d61dc7a7.wav,너랑 나 둘 다 잠드는 바람에 내려야 할 역을 한참 지나쳤어!,34, 어랑나 둘 다 담드는 바람에 내려야 할 욕을 한참 지나쳤어,0.13043478260869565
587,587,da9d3d04f3e745a47c6a65c55295ed06.wav,직접 얼굴 보고 얘기를 해야 하는데 서로가 시간이 맞지 않아서 전화 통화도 아닌 문자로 얘기를 해야 한다는 게 씁쓸하네요.,68, 직접 얼굴 보고 얘기를 해야 하는데 서로가 시간이 맞지 않아서 전화 통화도 아닌 문자로 얘기를 해야 한다는 게 Pipsa ran eu,0.18518518518518517
588,588,cf862658a07a0f7c6b557ae9dccdb452.wav,모든 선수들이 제 몫을 해줬기에 가능했던 승리다.,27, 모든 선수들이 제 목수를 해줬기에 가능했던 승리다.,0.14285714285714285
589,589,91ea906e02efa2efcd531a59e3f5a8d6.wav,운전석에 앉아 시동버튼을 누르자 엔진이 가볍게 깨어난다.,31, 운전석에 앉아 시동 버튼을 누르자 엔진이 가볍게 깨어난다,0.0
590,590,089f747fbc56c8be98cea386cd5339f8.wav,핸드폰과 안경은 바꿀 때가 되어서 읽고 싶은 책을 편하게 읽으려고 이북을 샀습니다.,46, 핸드폰과 안경은 바꿀 때가 되어서 일곱 싶은 책을 편하게 읽으려고 이북을 샀습니다.,0.058823529411764705
591,591,70bc981d5f5781095c6e70e5c09583cf.wav,현 단장이 두 나라 정상 간 만찬이나 오찬이 이뤄질 경우 짧은 공연을 할 수 있다는 추측도 나온다.,55, 선단장이 그나라 정상관 만찬이나 5찬이 이루어질 경우 짧은 공연을 할 수 있다는 추측도 나온다.,0.15384615384615385
592,592,7631fd663f647c91ad5334da74c29d07.wav,오두막은 딸을 잃은 한 남자가 신을 만나 가족을 잃은 아픔과 고통을 치유해가는 과정을 그린 작품이에요.,57, 오두막은 따를 길은 한 남자가 신을 만나 가족을 이른 아픔과 고통을 치우해가는 과정을 그린 작품이에요.,0.14285714285714285
593,593,e5fc07811aa30dcd649d2231548968c1.wav,안방과 부엌에 전기가 들어오지 않아.,20, 반방과 부옥해 전기가 들어오지 않아,0.2
594,594,e872686c3f079abc74836ac901af5744.wav,거의 일 년 전부터 와보고 싶었는데 드디어 여길 왔네!,30," 5,1년 전부터 와보고 싶었는데 드디어 여기를 와네",0.2727272727272727
595,595,2982646d30007698c137dd0cc071704c.wav,눈을 손으로 비비지 마시고 깨끗한 물에 눈을 담그시고 깜빡거려 빼시거나 눈물을 흘려보내면 빠질 겁니다.,57, 눈을 손으로 비빚지 마시고 깨끗한 물에 눈을 담그시고 깜빡거려 뺏이거나 눈물을 흘려보내면 빠질 겁니다.,0.06976744186046512
596,596,9f31c10444283ca53558126aa4a1955d.wav,냉전이 시작됐고 나는 미국의 전략 요충지가 됐다.,27, 엔전이 시작됐고 나는 미국의 전략 요충지가 됐다.,0.05
597,597,f08723b5b88dac878cf2efd65b5fc004.wav,수비적으로 나오는 상대의 공간을 공략하는 데 어려움을 겪는 상황이 반복된다면 장신 공격수에 대한 짙은 향수는 남을 수밖에 없다.,71, 스위저로 나오는 상대의 공간을 공약하는데 어려움을 겪는 상황이 반복된다면 장신 공격수에 대한 짙은 향수는 남을 수밖에 없다.,0.09433962264150944
598,598,6f2622a5bb0526aa39b98b1a26bc09b0.wav,저가 와인의 힘은 매입사의 구매력도 한 몫했다.,26, 젓가 와인의 힘은 메입사의 구매력도 한모켰다.,0.21052631578947367
599,599,cff152e115906d43f75937db00f22931.wav,보호대를 해서 손목을 덜 움직이게 하면 염증이 좀 가라앉을까요?,35, 오후대를 해서 손목을 덜 움직이게 하면 염증이 좀 가라 앉을까요?,0.07692307692307693
600,600,082395039b67239b5c5658be9454030f.wav,영업팀이 지방 본사로 옮기니까 영업지원팀도 곧 따라 옮기지 않을까 해서 그런 것 같아요.,49, 영업팀이 지방 본사로 옮기니까 영업 지원팀도 곧 따라 옮기지 않을까 해서 그런 것 같아요.,0.0
601,601,e3c85bd570cd3da998d287826b072207.wav,제가 몽골에 가고 싶은 이유는 드넓은 초원을 보면서 마음의 안정을 얻고 싶어서입니다.,47, 내가 몽골해 가고 싶은 이유는 그 넓은 초원을 바라보면서 마음의 안정을 얻고 싶어서입니다.,0.13513513513513514
602,602,35086cd2fb2029736c95a87b771778e5.wav,빛 반사가 빛을 내는 것보다 물이 빛을 내는 것이 낫습니다.,33, 비판사가 비출되는 것보다 물이 비출되는 것이 나왔습니다.,0.4166666666666667
603,603,5f50284cbe968c797adb044674335510.wav,해 질 녘에 그 여자들은 다시 한번 옷을 차려입었습니다.,31, 해찔력의 그 여자들은 다시 한 번 옷을 차려 입었습니다.,0.13636363636363635
604,604,e340acad656f4d17efb17901cc5b8ed0.wav,다시는 나한테 돈 달라고 하지 마! 매우 기분 나쁘다.,30, 하시는 나한테 돈을 달라고 하지마. 매우 기분 나쁘다.,0.09523809523809523
605,605,16bda573625312fcb1ae2dc9e766c6cb.wav,어렸을 때는 엄마를 닮았다는 얘기를 많이 들었는데 지금은 아빠를 닮았다는 얘기를 많이 듣는다.,52, 어렸을 때는 엄마를 닮았다는 얘기를 많이 들었는데 지금은 앞바를 닮았다는 얘기를 많이 듣는다.,0.05128205128205128
606,606,b62df94a692abf0d318fa7ee6ad04061.wav,대부분 우리 대학교의 계약서를 통해 계약을 진행하나 때로는 상대방 계약서를 통해 계약할 때가 있어요.,56, 대부분 우리 대학교의 계약서를 통해 계약을 진행하나 때로는 상대방 계약서를 통해 계약할 때가 있어요,0.0
607,607,98ed3c30a3118041b1dabe0ad692da72.wav,자율주행자동차는 하드웨어뿐만 아니라 인공지능 기계학습이 가능한 소프트웨어로 작동한다.,47, 아이어주행 자동차는 하드웨어 뿐만 아니라 인공지는 기계학습이 가능한 소프트웨어로 작동한다.,0.1
608,608,e3d1340e3df8d2c4319e1212c71794de.wav,이것은 콜라젠과 살코기가 조화롭게 있는 통 족발이라서 어떻게 먹든 너무나 맛있었지만 진짜 소스가 한몫 했습니다.,62, 이것은 콜라젠과 살코기가 조화롭게 있는 통족발이라서 어떻게 먹든 너무나 맛있었지만 진짜 소스가 한 모켰습니다.,0.0425531914893617
609,609,fbde9ac42fb7e506920ebf033b4e8f4e.wav,퇴근 시간 지하철에 앉아 햇빛을 받으며 노래를 듣는 그 순간이 마치 한편의 영화 같은 느낌을 나에게 가져다준다.,62, 퇴근 시간 지하철에 앉아 햇빛을 받으며 노래를 듣는 그 순간이 마치 한편의 영화 같은 느낌을 나에게 가져다 준다.,0.0
610,610,eba0a1dbdd8fc30483a3bd8b3c275fa4.wav,지난해에 굵직굵직한 외화 시리즈들이 많이 출시되어 그런 것 같습니다.,38, 지난해 국지국지칸 외화 시리즈들이 많이 출시되어 그런 것 같습니다.,0.20689655172413793
611,611,075090b637105ad7993f86b8bbd7aa52.wav,당신이 그 짧은 순간에도 비에 젖지 않는 것이 이번 디자인의 의도입니다.,40, 당신이 그 짧은 순간에도 비해 덧지 않는 것이 이번 디자인의 의도입니다.,0.06896551724137931
612,612,d66176a4d53408cb0df3e8aa5e692096.wav,연습이 완벽함을 만들고 자신감을 잃으면 모든 것을 잃습니다.,33, 연습이 완벽함을 만들고 자신감을 이르면 모든 것을 읽습니다.,0.12
613,613,5e4fd1cd735823107f66c716a8c2fc7b.wav,저는 부엌칼로 손가락을 베었습니다.,19, 저는 부어 칼로 손가락을 배웠습니다.,0.2
614,614,5677235188446bf75168ec7fc8fdde51.wav,여보세요? 하나야. 수업에 왜 안 오는 거야? 또 자고 있어?,34, 여보세요? 하나야. 수업에 왜 안 오는 거야? 또 자고 있어?,0.0
615,615,3f417fc7cfc2c15243df579f9113727d.wav,어쨌되었든 지금이 우리에겐 좋은 기회입니다!,24, 어찌되었을든 지금이 우리에게는 좋은 기회입니다.,0.19047619047619047
616,616,263d1101d7e40128837ad044f3b9ec50.wav,나는 볶음류보다는 탕류가 맛있었던 것 같아. 물론 볶음도 맛있겠지만.,38, 나는 볶음뉴보다는 탕류가 맛있던 것 같아. 물론 볶음도 맛있겠지만,0.07142857142857142
617,617,a4a8c70e6511f3ec39463b384001db02.wav,위암의 전반적 감소 추세는 위내시경 검진의 보편화가 한몫했다.,34, 위함의 전반적 감소 추세는 위 4시경 검진에 고편하가 한 모 호!!,0.3076923076923077
618,618,d3984d1ffcc066fbaaef048b339f2efd.wav,왼쪽의 여자와 가운데 앉은 남자는 머그잔에 커피를 마시고 있습니다.,37, 왼쪽에 여자와 가운데 앉은 남자는 먹을 잔에 커피를 마시고 있습니다.,0.10714285714285714
619,619,101759578f14afc905883b6bc1338c57.wav,나는 더 넓은 나라에서 내 경력을 쌓고 싶어.,25, 나는 더 넓은 나라에서 내 경력을 쌓고 싶어,0.0
620,620,b45cb8fb5be9b0da5a15fc751d3c1608.wav,병원을 갈 필요는 없지만 약국이 없다니 어쩔 수 없네요.,31, 병원을 갈 필요는 없지만 약국이 없다니 어쩔 수 없네요,0.0
621,621,dc0284d1ce314e78adc1d0b55949a1f0.wav,입맛에 맞는 렌터카 업체를 찾기가 쉬운 일은 아니다.,29, 입맛에 맞는 네터카 업체를 찾기가 쉬운 일은 아니다.,0.047619047619047616
622,622,d6fb6da515b90115346f8b5b6a016d0d.wav,목욕탕과 부엌에 따뜻한 물이 나오지 않아요.,24, 고격탕과 부엌해 따뜻한 물이 나오지 않아요.,0.16666666666666666
623,623,dcc98d06b2c6ece423490398bba7004b.wav,이번 발주분부터 발주 담당인 민 이라고 해!,24, 이번 발주불부터 발추 담당인 민이라고 해,0.11764705882352941
624,624,faebbd24cb0a8132ecd1a0b29e2168c0.wav,예전에도 이것에 대해 얘기했지만 또 얘기하고 싶습니다.,30, 예전에도 이곳에 대해 얘기했지만 또 얘기하고 싶습니다.,0.043478260869565216
625,625,3f792bfde20f01239248783677ff632e.wav,그럼 돼지고기는 괜찮으신가요?,16, 그럼 돼지고기는 괜찮으신가요?,0.0
626,626,dcac532c8a56a5954f4d79d62586462f.wav,다만 현재 웹 사용성 개선이 늦어지고 있어 연말까지 웹 사용자 개선 및 결제 서비스 편의성을 개선할 계획이에요.,62," 아마 한 현재 웹 사용성 개선이 늦어지고 있어 연말까지 웹 사용자 개선, 및 결체 서비스 편의성을 개선할 계획이에요.",0.08695652173913043
627,627,2174733668069879a6b73c98547afd4c.wav,당신은 넋을 잃지는 마세요.,15, 당신은 녹수를 치는 마세요,0.36363636363636365
628,628,9ff74b1b0fabfd2409e21ccf2d001fb0.wav,어떤 남자가 바로 와서 바에 있는 의자에 앉아서 맥주를 시켰어요.,36, 어떤 남자가 바로 와서 바에 있는지 의자에 앉아서 맥주를 시켰어요,0.037037037037037035
629,629,ae7a3b8df805197bd00cec8c99f7cd94.wav,이 훈제 닭 다리 사이즈를 보면 닭 다리가 아닌 독수리 다리라고 해도 믿을 것 같지 않아?,50, 이 혼자 닥다리 사이즈를 보면 닥다리가 아닌 독수리다리라고 해도 믿을 것 같지 않아?,0.11764705882352941
630,630,ca44a2855d262f781ed63ae694a5bb7c.wav,내가 그 옷을 입기에는 너무 짧아요.,20, 내가 그 옷을 입게는 너무 짧아요,0.14285714285714285
631,631,484f4e03d2a1ca7df4a2a0568e000a80.wav,요즘은 부엌에서 밥을 먹고 옛날에는 상을 차려 방에서 밥을 먹었어.,37, 요즘은 부엇에서 밥을 먹고 옛날에는 상을 차려 방해 쇼 밥을 먹었어,0.1111111111111111
632,632,65576ba3579beb52b7e7c723b55a0900.wav,위생적이고 간편해요!,11, 의생적이고 간편해요.,0.1111111111111111
633,633,457f7ae2d295489f1d0f29a21c80119d.wav,방송에 힘입어 그가 쓴 책 판매고도 쑥쑥 올라갔다.,28, 방송의 흉이 버그가슨 책 판매고도 숙수 올라갔다.,0.35
634,634,6b1ebbadbac0edb691a54a99546aba1e.wav,제육볶음은 돼지고기를 맵게 볶아낸 음식입니다.,25, 제육볶음은 돼지고기를 맵게 볶아내는 음식입니다.,0.09523809523809523
635,635,21c0d8829e5a1aec1dd95fc08af365e2.wav,제 몫을 하는 게 얼마나 어려운지 깨달을 때다.,26, 매목수를 하는 게 얼마나 어려운지 깨달을 때다,0.21052631578947367
636,636,6b0535b68a26281eb2ca04c743421366.wav,서 있을 때보다 앉았을 때 폐소의 느낌이 더했다.,27, 서 있을 때보다 앉아 있을 때 폐소의 느낌이 더했다.,0.1
637,637,a1d6f4ae6d2b0b2aed976397f7ef2ba3.wav,젊은 사람들은 잘 쓰지 않고 옛날 할아버지 할머니들이 쓰셨던 단어는 아마도 젊은 사람들 중 모르는 사람들도 있을 겁니다.,67, 얼른 사람들은 잘 쓰지 않고 옛날 할아버지 할머니들이 쓰셨던 단어는 아마도 젊은 사람들 중 모르는 사람들도 있을 겁니다.,0.04081632653061224
638,638,161c14f85292c945a969f6b701528cf7.wav,새 신은 꾹 밟아 주는 게 예의에요.,20, 해시 씨는 꼭 발바주는 게 예의해요.,0.5714285714285714
639,639,751a70c5561d13ec2fae12bf7c4c6b47.wav,내가 싫어졌으면 그냥 싫어졌다고 말 해.,22, 내가 싫어졌으면 그냥 싫어졌다고 말해,0.0
640,640,44e0a0dfc935a2e4b7f123cb2d802ce7.wav,부엌 싱크대가 저번 주 토요일 갑자기 막혔습니다.,27, 또 웍싱크대가 저번 주 토요일 갑자기 막혔습니다.,0.1
641,641,f7be8fc8e2dae3d04a861bb674031cd6.wav,여기 마카롱들 정말 귀엽게 생겼다!,19, 여기 마카롱들 정말 귀엽게 생겼다,0.0
642,642,fc8a9e9d93deeb214edbce7d310bf350.wav,피부 속부터 은은한 피부로 연출해 줘 얼굴 하얘지는 법이나 피부 하얘지는 법을 알고 싶을 때 추천된다.,57, 피부 속부터 은은한 피부로 연출해줘 얼굴 하얘지는 법이나 피부 하얘지는 법을 알고 싶을 때 추천 된다.,0.0
643,643,386d11fdc74c5250f402d72a78468d5a.wav,그 마켓안에는 저희 소프트웨어 회사 말고도 다른 소프트웨어 회사들도 참여하게 되는지요?,48, 의 마켓 안에는 저희 소프회의 회사 말고도 다른 소프회의 회사들도 참여하게 되는지요.,0.1891891891891892
644,644,aeab43e9112f60ec195ba0ff117cfaec.wav,손흥민 등 특정 공격수에게만 의존할 수 없는 상황에서 황의조가 확실하게 제 몫을 해줄 필요가 있다.,55, 손흥민 등 극병 공격수에만 의존할 수 없는 상황에서 황이조가 확실하게 제 목술 해줄 필요가 있다.,0.15
645,645,f263308b2ffa6ce3fdfe5b78a852bb67.wav,두 명의 여자의 뒤에는 정장을 차려입은 한 남자가 앉아있습니다.,35, 구명의 여자의 뒤에는 정장을 차려입은 한 남자가 앉아 있습니다.,0.038461538461538464
646,646,b89047e9d9d019bee6f4d447ad4f3c3d.wav,찰흙 사격은 말 그대로 날아오는 찰흙 비둘기를 맞추는 경기에요.,35, 사륵 사격은 말 그대로 나라 오는 차륵 비둘기를 맞추는 경기예요.,0.2692307692307692
647,647,5254e97a0cc4ce0019cabd9e06f13367.wav,산의 전경이 아주 넓게 펼쳐져 있네요.,21, 산의 전경이 아주 넓게 펼쳐져 있네요.,0.0
648,648,e8a4ca259915ff014b05e9a9d54f2eef.wav,벚꽃 필 때 잠시 마음이 두근대다가 다른 꽃들이 필 때는 일에 쫓겨 그 아름다움을 감상하지 못하곤 했다.,58, 옷고 튈 때 잠시 마음이 두 군데다가 다른 꽃들이 필때는 이래 죽여 그 아름다움을 감상하지 못하곤 했다.,0.21951219512195122
649,649,6a866c01a75c5b29b9d4d27c103ff3ea.wav,부엌에서의 식기세척기의 도래는 집안에서의 청결을 개선시키는데 기여했어요.,40, 부어 캐소의 시키세척기의 도래는 집안에서의 청결을 개선시키는데 연구aires 보은 방introdu Fine에서의 연구고가 에 messaging,0.6515151515151515
650,650,b3ce53eaf93bc1ca5bebdb652629f0e8.wav,믿을 수가 없어! 정말 실망이야.,18, 늦을 수가 없어 정말 실망이야,0.08333333333333333
651,651,be3bd7874fa494eba92dba65a195f89a.wav,어서 빨리 왕자님이 와서 뽀뽀해주길 기도할게요.,26, 어서 빨리 왕자님이 와서 뽀뽀해주기를 기도할게요,0.09523809523809523
652,652,0e3ce328f2259750b92764dd7b767841.wav,이 돼지는 여기에 있어서는 안 돼요.,20, 이 돼지는 여기 있어서는 안 돼요.,0.07142857142857142
653,653,7ba1f8a8f0b2102fb63bd360e7745c07.wav,제육볶음이랑 낙지볶음이 인기가 많은 메뉴라서 비교적 빨리 돼요.,35, 배우고끔이랑 낙지 보급이 인기가 많은 메뉴라서 비교적 빨리 돼요.,0.2222222222222222
654,654,ed19c76d093e10d2b481036d818e8983.wav,우리 병아리 몫까지 열심히 삽시다.,19, 우리 병아리 목까지 열심히 삽시다.,0.07142857142857142
655,655,a082811a050363043ee067a518322687.wav,마치 내 심장을 가슴에서 도려내서 크래커 위에 얹어 준 것 같은 기분이 들었습니다.,46, 마치 내 심장 가심에서 도로연에서 크래커화에 얹어준 것 같은 기분이 들었습니다.,0.17647058823529413
656,656,08f66aa773c3039347bf20851e8ea568.wav,그것은 너의 삶 안에서 그들의 삶에 니가 있길 원하는 사람들이에요.,37, 그것은 너의 삶아 안에서 그들의 삶의 네가 있길 원하는 사람들이에요,0.10714285714285714
657,657,75d58d01f2a5d37470c0012753b69202.wav,선수층이 얇은 토트넘으로서는 사막의 오아시스 같은 휴식기다.,33, 선수층이 얇은 토트넘으로써는 3하게 오하시스 같은 휴식이다.,0.23076923076923078
658,658,ee2faab2db1d6da2466f11669ad7b80c.wav,의장이 리더십을 잃을 때 통화정책도 신뢰를 잃는다.,28, 의장이 리더십을 이를 때 통화 정책도 신뢰를 잃는다.,0.09523809523809523
659,659,0c566767bc463f8604b91e08871b42b2.wav,발 디딜 거실과 부엌이 있다는 것이 장점이었다.,26, 알비들 거실과 부옥히 있다는 것이 장점이었다.,0.2631578947368421
660,660,b214259ddc50be308d1dfda8ad565c63.wav,아니 그렇게 바람 피울 거면 결혼을 하질 말았어야지!,29, 아니 그렇게 바람 피울 거면 결혼을 하지 말았어야지,0.047619047619047616
661,661,1ec2485c150625c7ea763dd5345fadc2.wav,이 자리 아니면 얘기 못 하니까 그냥 있는 거 다 얘기해도 돼요.,36, 이 자리 아니면 얘기 못하니까 그냥 있는 거 다 얘기해도 돼요.,0.0
